feature,importance
cat__customer_city_presidente prudente,0.01622711096826116
cat__favorite_category_construcao_ferramentas_seguranca,0.012112983621744355
cat__customer_city_camocim,0.0
cat__customer_city_cameta,0.0
cat__customer_city_cambuquira,0.0
cat__customer_city_cambuci,0.0
cat__customer_city_camboriu,0.0
cat__customer_city_cambiasca,0.0
cat__customer_city_cambe,0.0
cat__customer_city_cambara,0.0
cat__customer_city_camaqua,0.0
cat__customer_city_camapua,0.0
cat__customer_city_camanducaia,0.0
cat__customer_city_cachoeira paulista,0.0
cat__customer_city_cachoeira dourada,0.0
cat__customer_city_cachoeira do sul,0.0
cat__customer_city_cachoeira do campo,0.0
cat__customer_city_cachoeira de minas,0.0
cat__customer_city_cachoeira da prata,0.0
cat__customer_city_cachoeira alta,0.0
cat__customer_city_cachoeira,0.0
cat__customer_city_caceres,0.0
cat__customer_city_cacequi,0.0
cat__customer_city_cacapava do sul,0.0
cat__customer_city_cacador,0.0
cat__customer_city_cabrobo,0.0
cat__customer_city_cabo verde,0.0
cat__customer_city_campo formoso,0.0
cat__customer_city_campo do meio,0.0
cat__customer_city_campo bom,0.0
cat__customer_city_campo belo,0.0
cat__customer_city_campo alegre de lourdes,0.0
cat__customer_city_campo alegre de goias,0.0
cat__customer_city_campo alegre,0.0
cat__customer_city_campinapolis,0.0
cat__customer_city_campinacu,0.0
cat__customer_city_campina verde,0.0
cat__customer_city_campina grande do sul,0.0
cat__customer_city_campina da lagoa,0.0
cat__customer_city_campestre do maranhao,0.0
cat__customer_city_campestre da serra,0.0
cat__customer_city_campos novos,0.0
cat__customer_city_campos gerais,0.0
cat__customer_city_campos do jordao,0.0
cat__customer_city_campos de julio,0.0
cat__customer_city_campos borges,0.0
cat__customer_city_campos belos,0.0
cat__customer_city_campos altos,0.0
cat__customer_city_campo verde,0.0
cat__customer_city_campo novo do parecis,0.0
cat__customer_city_campo novo,0.0
cat__customer_city_campo mourao,0.0
cat__customer_city_campo maior,0.0
cat__customer_city_campo limpo paulista,0.0
cat__customer_city_campo largo,0.0
cat__customer_city_campo grande,0.0
cat__customer_city_canelinha,0.0
cat__customer_city_canela,0.0
cat__customer_city_candiota,0.0
cat__customer_city_candido sales,0.0
cat__customer_city_candido mota,0.0
cat__customer_city_candeias,0.0
cat__customer_city_canavieiras,0.0
cat__customer_city_canarana,0.0
cat__customer_city_canapolis,0.0
cat__customer_city_cananeia,0.0
cat__customer_city_canaa dos carajas,0.0
cat__customer_city_canaa,0.0
cat__customer_city_camutanga,0.0
cat__customer_city_campos verdes,0.0
cat__customer_city_campos sales,0.0
cat__customer_city_capelinha,0.0
cat__customer_city_capela do alto,0.0
cat__customer_city_capela de santana,0.0
cat__customer_city_capela,0.0
cat__customer_city_caparao,0.0
cat__customer_city_capao do leao,0.0
cat__customer_city_capao da canoa,0.0
cat__customer_city_capanema,0.0
cat__customer_city_canto do buriti,0.0
cat__customer_city_canoinhas,0.0
cat__customer_city_canitar,0.0
cat__customer_city_caninde,0.0
cat__customer_city_cangucu,0.0
cat__customer_city_carapebus,0.0
cat__customer_city_carangola,0.0
cat__customer_city_carandai,0.0
cat__customer_city_carambei,0.0
cat__customer_city_caraiba,0.0
cat__customer_city_caputira,0.0
cat__customer_city_capoeiras,0.0
cat__customer_city_capivari de baixo,0.0
cat__customer_city_capivari,0.0
cat__customer_city_capitao poco,0.0
cat__customer_city_capitao leonidas marques,0.0
cat__customer_city_capinzal,0.0
cat__customer_city_capinopolis,0.0
cat__customer_city_capim grosso,0.0
cat__customer_city_carmo de minas,0.0
cat__customer_city_carmo da mata,0.0
cat__customer_city_carmo,0.0
cat__customer_city_carlos chagas,0.0
cat__customer_city_carlos barbosa,0.0
cat__customer_city_carlopolis,0.0
cat__customer_city_caririacu,0.0
cat__customer_city_carire,0.0
cat__customer_city_cardoso moreira,0.0
cat__customer_city_cardoso,0.0
cat__customer_city_carbonita,0.0
cat__customer_city_carazinho,0.0
cat__customer_city_caravelas,0.0
cat__customer_city_casca,0.0
cat__customer_city_casa branca,0.0
cat__customer_city_carvalhopolis,0.0
cat__customer_city_carutapera,0.0
cat__customer_city_caruaru,0.0
cat__customer_city_carrancas,0.0
cat__customer_city_carpina,0.0
cat__customer_city_carneirinho,0.0
cat__customer_city_carnaubal,0.0
cat__customer_city_carmopolis de minas,0.0
cat__customer_city_carmolandia,0.0
cat__customer_city_carmo do rio verde,0.0
cat__customer_city_carmo do rio claro,0.0
cat__customer_city_carmo do paranaiba,0.0
cat__customer_city_carmo do cajuru,0.0
cat__customer_city_catalao,0.0
cat__customer_city_cataguases,0.0
cat__customer_city_castro alves,0.0
cat__customer_city_castro,0.0
cat__customer_city_castilho,0.0
cat__customer_city_castelo,0.0
cat__customer_city_castelandia,0.0
cat__customer_city_castanheiras,0.0
cat__customer_city_castanhal,0.0
cat__customer_city_cassilandia,0.0
cat__customer_city_cassia dos coqueiros,0.0
cat__customer_city_cassia,0.0
cat__customer_city_casimiro de abreu,0.0
cat__customer_city_caseiros,0.0
cat__customer_city_cabo de santo agostinho,0.0
cat__customer_city_caarapo,0.0
cat__customer_city_butia,0.0
cat__customer_city_buritizeiro,0.0
cat__customer_city_buriticupu,0.0
cat__customer_city_buriti do tocantins,0.0
cat__customer_city_buriti,0.0
cat__customer_city_buritama,0.0
cat__customer_city_buri,0.0
cat__customer_city_buenos aires,0.0
cat__customer_city_buenopolis,0.0
cat__customer_city_brumado,0.0
cat__customer_city_brumadinho,0.0
cat__customer_city_cedral,0.0
cat__customer_city_ceara-mirim,0.0
cat__customer_city_caxias,0.0
cat__customer_city_caxambu do sul,0.0
cat__customer_city_caxambu,0.0
cat__customer_city_caucaia,0.0
cat__customer_city_caturama,0.0
cat__customer_city_catuipe,0.0
cat__customer_city_catu de abrantes,0.0
cat__customer_city_catu,0.0
cat__customer_city_catole do rocha,0.0
cat__customer_city_catigua,0.0
cat__customer_city_catende,0.0
cat__customer_city_catas altas,0.0
cat__customer_city_catanduvas,0.0
cat__customer_city_cesario lange,0.0
cat__customer_city_cerro largo,0.0
cat__customer_city_cerro grande,0.0
cat__customer_city_cerro azul,0.0
cat__customer_city_cerrito,0.0
cat__customer_city_cerquilho,0.0
cat__customer_city_cerqueira cesar,0.0
cat__customer_city_ceres,0.0
cat__customer_city_cerejeiras,0.0
cat__customer_city_central,0.0
cat__customer_city_centenario do sul,0.0
cat__customer_city_centenario,0.0
cat__customer_city_celina,0.0
cat__customer_city_ceilandia,0.0
cat__customer_city_cedro do abaete,0.0
cat__customer_city_cedro de sao joao,0.0
cat__customer_city_cicero dantas,0.0
cat__customer_city_chui,0.0
cat__customer_city_chopinzinho,0.0
cat__customer_city_chiapetta,0.0
cat__customer_city_chaveslandia,0.0
